StockCode,Description,TotalQtySold,DaysWithSales,StdDevOnSaleDays,AvgDailyDemand,AvgDailyDemand_ActiveDays,Safety_Stock,ReorderPoint,SimulatedDaysOfStock,CurrentStock,ReorderFlag,TotalRevenue_x,TotalRevenue_y,TotalRevenue,CumulativeRevenue,CumulativeRevenuePercent,ABC_Category
22246,MAGIC GARDEN FELT GARLAND ,443,72,6.617645473421312,0.5994587280108254,6.152777777777778,29.0,33.0,11,6.59404600811908,Reorder Now,2389.08,2389.08,2389.08,24918846.670000043,90.40134401191166,B
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1213,69,19.688310802800977,1.6414073071718538,17.579710144927535,86.0,97.0,19,31.18673883626522,Reorder Now,2387.03,2387.03,2387.03,24921233.700000044,90.41000375138736,B
23028,DOORKNOB CRACKED GLAZE BLUE,162,3,78.0,0.2192151556156968,54.0,341.0,343.0,8,1.7537212449255744,Reorder Now,2387.03,2387.03,2387.03,24923620.730000045,90.41866349086305,B
84818,DANISH ROSE PHOTO FRAME,1790,167,16.80178068142797,2.422192151556157,10.718562874251496,73.0,90.0,11,26.644113667117725,Reorder Now,2385.59,2385.59,2385.59,24926006.320000045,90.42731800626326,B
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,581,71,24.003755574704154,0.7861975642760487,8.183098591549296,105.0,111.0,14,11.006765899864682,Reorder Now,2384.97,2384.97,2384.97,24928391.290000044,90.43597027240878,B
21826,EIGHT PIECE DINOSAUR SET,1833,167,18.246951254113124,2.480378890392422,10.976047904191615,80.0,97.0,9,22.3234100135318,Reorder Now,2383.24,2383.24,2383.24,24930774.530000042,90.44461626240808,B
21824,PAINTED METAL STAR WITH HOLLY BELLS,2803,117,27.16405877270145,3.7929634641407306,23.95726495726496,119.0,146.0,11,41.72259810554804,Reorder Now,2382.3799999999997,2382.3799999999997,2382.3799999999997,24933156.91000004,90.45325913247342,B
23498,CLASSIC BICYCLE CLIPS ,1644,13,200.4539079957516,2.2246278755074425,126.46153846153848,875.0,891.0,4,8.89851150202977,Reorder Now,2378.4799999999996,2378.4799999999996,2378.4799999999996,24935535.39000004,90.46188785400105,B
21615,4 LAVENDER BOTANICAL DINNER CANDLES,1187,113,15.75375459431662,1.6062246278755077,10.50442477876106,69.0,80.0,17,27.305818673883632,Reorder Now,2377.42,2377.42,2377.42,24937912.810000043,90.47051273002872,B
22642,SET OF 4 NAPKIN CHARMS STARS   ,1000,101,12.563840933802888,1.3531799729364005,9.9009900990099,55.0,64.0,9,12.178619756427604,Reorder Now,2376.52,2376.52,2376.52,24940289.330000043,90.4791343410092,B
21464,DISCO BALL ROTATOR BATTERY OPERATED,560,179,3.338610264544948,0.7577807848443843,3.128491620111732,15.0,20.0,12,9.09336941813261,Reorder Now,2376.0,2376.0,2376.0,24942665.330000043,90.487754065518,B
23437, 50'S CHRISTMAS GIFT BAG LARGE,1915,66,53.60754608885765,2.591339648173207,29.01515151515152,234.0,252.0,4,10.365358592692829,Reorder Now,2373.63,2373.63,2373.63,24945038.960000042,90.49636519206926,B
23437,GIFT BAG LARGE 50'S CHRISTMAS,24,2,0.0,0.0324763193504736,12.0,0.0,0.0,2,0.0649526387009472,OK,2373.63,2373.63,2373.63,24947412.59000004,90.50497631862052,B
47570,ENGLISH ROSE TABLE CLOTH,220,62,7.201269057910622,0.2976995940460081,3.548387096774193,31.0,33.0,14,4.167794316644113,Reorder Now,2373.01,2373.01,2373.01,24949785.600000042,90.51358519591709,B
21126,SET OF 6 GIRLS CELEBRATION CANDLES,2343,220,31.40892828887524,3.1705006765899864,10.65,137.0,159.0,17,53.89851150202977,Reorder Now,2372.98,2372.98,2372.98,24952158.580000043,90.52219396437874,B
21468,BUTTERFLY CROCHET FOOD COVER,672,124,18.72005870595408,0.9093369418132612,5.419354838709677,82.0,88.0,4,3.6373477672530448,Reorder Now,2372.64,2372.64,2372.64,24954531.220000044,90.53080149937813,B
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,1831,63,59.91388255732287,2.477672530446549,29.063492063492063,262.0,279.0,13,32.209742895805135,Reorder Now,2367.39,2367.39,2367.39,24956898.610000044,90.53938998826906,B
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,148,9,9.683892697555969,0.2002706359945872,16.444444444444443,42.0,43.0,5,1.001353179972936,Reorder Now,2367.39,2367.39,2367.39,24959266.000000045,90.54797847716002,B
85172,HYACINTH BULB T-LIGHT CANDLES,4479,130,50.140749421346776,6.060893098782138,34.45384615384615,219.0,261.0,5,30.30446549391069,Reorder Now,2361.92,2361.92,2361.92,24961627.920000046,90.55654712181988,B
84459B,YELLOW METAL CHICKEN HEART ,1480,144,20.309646488349827,2.002706359945873,10.27777777777778,89.0,103.0,19,38.05142083897159,Reorder Now,2358.5699999999997,2358.5699999999997,2358.5699999999997,24963986.490000047,90.56510361324864,B
23401,RUSTIC MIRROR WITH LACE HEART,459,48,28.462671522764097,0.6211096075778079,9.5625,124.0,128.0,19,11.80108254397835,Reorder Now,2354.87,2354.87,2354.87,24966341.360000048,90.57364668170571,B
23412,HEART MIRROR ANTIQUE WHITE,358,28,22.1966916835172,0.4844384303112314,12.785714285714286,97.0,100.0,17,8.235453315290934,Reorder Now,2354.8,2354.8,2354.8,24968696.16000005,90.58218949621468,B
21437,24 HANGING EASTER EGGS FLORAL TUB,678,55,30.753533097512527,0.9174560216508796,12.327272727272728,134.0,140.0,2,1.8349120433017592,Reorder Now,2354.67,2354.67,2354.67,24971050.83000005,90.59073183910574,B
21947,SET OF 6 HEART CHOPSTICKS,1711,214,13.31894681492116,2.315290933694181,7.995327102803738,58.0,74.0,7,16.207036535859267,Reorder Now,2351.59,2351.59,2351.59,24973402.42000005,90.59926300827983,B
21708,FOLDING UMBRELLA CREAM POLKADOT,235,64,4.591416033259912,0.3179972936400541,3.671875,20.0,22.0,10,3.179972936400541,Reorder Now,2351.33,2351.33,2351.33,24975753.75000005,90.60779323421806,B
21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,379,45,16.66718181022063,0.5128552097428958,8.422222222222222,73.0,77.0,17,8.718538565629228,Reorder Now,2351.33,2351.33,2351.33,24978105.080000047,90.6163234601563,B
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,5198,378,16.887254806614155,7.03382949932341,13.751322751322752,74.0,123.0,3,21.10148849797023,Reorder Now,2349.58,2349.58,2349.58,24980454.660000045,90.62484733739173,B
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,1231,62,39.355399060604896,1.665764546684709,19.85483870967742,172.0,184.0,18,29.983761840324764,Reorder Now,2346.19,2346.19,2346.19,24982800.850000046,90.63335891628283,B
85199L,LARGE HANGING IVORY & RED WOOD BIRD,3545,207,25.09464940258046,4.79702300405954,17.1256038647343,110.0,144.0,12,57.56427604871448,Reorder Now,2344.15,2344.15,2344.15,24985145.000000045,90.64186309440038,B
85114A,BLACK ENCHANTED FOREST PLACEMAT,1410,89,32.39560115916571,1.9079837618403248,15.842696629213483,141.0,154.0,16,30.5277401894452,Reorder Now,2341.84,2341.84,2341.84,24987486.840000045,90.65035889223022,B
22251,BIRDHOUSE DECORATION MAGIC GARDEN,1888,213,16.215973321690438,2.554803788903924,8.863849765258216,71.0,89.0,11,28.102841677943164,Reorder Now,2340.15,2340.15,2340.15,24989826.990000043,90.65884855902702,B
21804,WHITE CHRISTMAS GARLAND STARS TREES,620,94,6.905380711649494,0.8389715832205683,6.595744680851064,30.0,36.0,14,11.745602165087956,Reorder Now,2338.85,2338.85,2338.85,24992165.840000045,90.66733350964462,B
16237,SLEEPING CAT ERASERS,10938,337,54.092833180801975,14.80108254397835,32.45697329376855,236.0,340.0,3,44.403247631935045,Reorder Now,2337.66,2337.66,2337.66,24994503.500000045,90.67581414314431,B
85114C,RED ENCHANTED FOREST PLACEMAT,1221,131,10.912425645581571,1.652232746955345,9.3206106870229,48.0,60.0,6,9.91339648173207,Reorder Now,2335.78,2335.78,2335.78,24996839.280000046,90.68428795632325,B
22409,MONEY BOX BISCUITS DESIGN,1672,133,66.012198793938,2.262516914749661,12.571428571428571,288.0,304.0,11,24.88768606224627,Reorder Now,2335.48,2335.48,2335.48,24999174.760000046,90.69276068115313,B
22409,TIN CAN BISCUITS DESIGN,48,4,0.0,0.0649526387009472,12.0,0.0,0.0,7,0.4546684709066304,OK,2335.48,2335.48,2335.48,25001510.240000047,90.701233405983,B
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,1208,52,72.47220302406562,1.6346414073071718,23.23076923076923,316.0,327.0,17,27.78890392422192,Reorder Now,2333.74,2333.74,2333.74,25003843.980000045,90.70969981838837,B
85176,SEWING SUSAN 21 NEEDLE SET,2776,228,43.10804898707413,3.756427604871448,12.175438596491228,188.0,214.0,7,26.294993234100136,Reorder Now,2331.38,2331.38,2331.38,25006175.360000044,90.7181576691145,B
21651,HANGING GLASS ETCHED TEALIGHT,1436,102,22.710265605044764,1.9431664411366711,14.07843137254902,99.0,113.0,13,25.261163734776726,Reorder Now,2327.53,2327.53,2327.53,25008502.890000045,90.72660155269446,B
21819,GLITTER CHRISTMAS STAR ,3938,129,40.13864205775166,5.328822733423546,30.527131782945737,175.0,212.0,8,42.630581867388365,Reorder Now,2323.92,2323.92,2323.92,25010826.810000047,90.73503233980746,B
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1456,114,17.302634250166413,1.9702300405953992,12.771929824561404,76.0,90.0,9,17.73207036535859,Reorder Now,2323.7999999999997,2323.7999999999997,2323.7999999999997,25013150.610000048,90.74346269158085,B
23197,VEGETABLE MAGNETIC  SHOPPING LIST,36,3,0.0,0.0487144790257104,12.0,0.0,0.0,17,0.8281461434370767,OK,2323.7999999999997,2323.7999999999997,2323.7999999999997,25015474.41000005,90.75189304335423,B
22785,SQUARECUSHION COVER PINK UNION FLAG,134,40,2.9137164566483795,0.1813261163734776,3.35,13.0,14.0,4,0.7253044654939104,Reorder Now,2318.59,2318.59,2318.59,25017793.00000005,90.76030449413236,B
22785,SQUARECUSHION COVER PINK UNION JACK,173,35,11.534966934710909,0.2341001353179972,4.942857142857143,50.0,52.0,6,1.4046008119079831,Reorder Now,2318.59,2318.59,2318.59,25020111.59000005,90.76871594491048,B
22785,CUSHION COVER PINK UNION FLAG,120,14,14.711138039512186,0.162381596752368,8.571428571428571,64.0,65.0,5,0.8119079837618399,Reorder Now,2318.59,2318.59,2318.59,25022430.180000048,90.77712739568862,B
22539,MINI JIGSAW DOLLY GIRL,5747,180,57.07478486739865,7.776725304465494,31.927777777777777,249.0,303.0,3,23.33017591339648,Reorder Now,2314.5,2314.5,2314.5,25024744.680000048,90.78552400864132,B
23371,SET 36 COLOUR PENCILS SPACEBOY ,1712,65,35.379759804811485,2.3166441136671176,26.338461538461537,154.0,170.0,9,20.849797023004054,Reorder Now,2313.53,2313.53,2313.53,25027058.21000005,90.79391710259874,B
22363,GLASS JAR MARMALADE ,783,150,14.109290575252633,1.0595399188092016,5.22,62.0,69.0,10,10.595399188092015,Reorder Now,2312.25,2312.25,2312.25,25029370.46000005,90.80230555293353,B
22831,WHITE BROCANTE SOAP DISH,782,105,14.661554220517418,1.0581867388362651,7.447619047619048,64.0,71.0,17,17.989174560216508,Reorder Now,2309.9,2309.9,2309.9,25031680.360000048,90.8106854778674,B
20658,RED SPOTTY LUGGAGE TAG,1006,125,7.059489152677708,1.361299052774019,8.048,31.0,41.0,9,12.25169147496617,Reorder Now,2308.93,2308.93,2308.93,25033989.290000048,90.81906188380599,B
20658,RED RETROSPOT LUGGAGE TAG,617,115,6.721698869924219,0.8349120433017592,5.365217391304348,29.0,35.0,9,7.514208389715833,Reorder Now,2308.93,2308.93,2308.93,25036298.220000047,90.82743828974458,B
21482,MUSHROOM BLUE HOT WATER BOTTLE,744,97,14.253451080268054,1.006765899864682,7.670103092783505,62.0,69.0,5,5.03382949932341,Reorder Now,2308.56,2308.56,2308.56,25038606.780000046,90.835813353386,B
22133,PINK LOVE HEART SHAPE CUP,2508,233,19.117830768883824,3.3937753721244928,10.763948497854075,83.0,107.0,9,30.54397834912044,Reorder Now,2304.11,2304.11,2304.11,25040910.890000045,90.8441722731831,B
23029,DOORKNOB CRACKED GLAZE GREEN,12,2,0.0,0.0162381596752368,6.0,0.0,0.0,6,0.0974289580514208,OK,2303.92,2303.92,2303.92,25043214.810000047,90.8525305036925,B
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1340,93,17.40579398732289,1.8132611637347769,14.408602150537634,76.0,89.0,19,34.45196211096076,Reorder Now,2303.92,2303.92,2303.92,25045518.73000005,90.8608887342019,B
23330,DECORATIVE WICKER HEART MEDIUM,1804,91,24.57215832178697,2.4411366711772664,19.824175824175825,107.0,124.0,2,4.882273342354533,Reorder Now,2299.47,2299.47,2299.47,25047818.200000048,90.86923082086697,B
17091J,VANILLA INCENSE IN TIN,4086,144,43.11050607758778,5.529093369418133,28.375,188.0,227.0,17,93.99458728010826,Reorder Now,2297.99,2297.99,2297.99,25050116.190000046,90.87756753834338,B
22336,DOVE DECORATION PAINTED ZINC ,4736,136,63.54746052016628,6.408660351826793,34.8235294117647,277.0,322.0,16,102.53856562922869,Reorder Now,2296.65,2296.65,2296.65,25052412.840000045,90.88589939452736,B
23360,SET 8 CANDLES VINTAGE DOILEY,122,6,26.71828337799168,0.1650879566982408,20.33333333333333,117.0,118.0,14,2.3112313937753712,Reorder Now,2296.15,2296.15,2296.15,25054708.990000043,90.89422943679624,B
23360,SET 8 CANDLES VINTAGE DOILY,1065,67,23.160922109893463,1.4411366711772666,15.8955223880597,101.0,111.0,15,21.617050067659,Reorder Now,2296.15,2296.15,2296.15,25057005.14000004,90.90255947906512,B
22163,HEART STRING MEMO HOLDER HANGING,1288,140,12.353428440906772,1.742895805142084,9.2,54.0,66.0,5,8.71447902571042,Reorder Now,2294.86,2294.86,2294.86,25059300.00000004,90.91088484143306,B
22024,RAINY LADIES BIRTHDAY CARD,5478,298,21.92398785133624,7.412719891745602,18.38255033557047,96.0,148.0,4,29.650879566982407,Reorder Now,2294.83,2294.83,2294.83,25061594.83000004,90.9192100949661,B
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,1048,122,8.49963936849035,1.4181326116373478,8.59016393442623,37.0,47.0,9,12.76319350473613,Reorder Now,2294.51,2294.51,2294.51,25063889.34000004,90.9275341875935,B
22948,METAL DECORATION NAUGHTY CHILDREN ,2245,138,17.91485940958766,3.037889039242219,16.268115942028984,78.0,99.0,4,12.151556156968876,Reorder Now,2294.47,2294.47,2294.47,25066183.81000004,90.93585813510768,B
22935,BAKING MOULD ROSE MILK CHOCOLATE,771,54,27.64834204089032,1.0433017591339648,14.27777777777778,121.0,128.0,11,11.476319350473611,Reorder Now,2294.07,2294.07,2294.07,25068477.88000004,90.94418063148979,B
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,1402,68,25.11408560695717,1.897158322056833,20.61764705882353,110.0,123.0,17,32.251691474966165,Reorder Now,2287.64,2287.64,2287.64,25070765.52000004,90.95247980092384,B
84913A,SOFT PINK ROSE TOWEL ,629,195,2.7825596342029844,0.851150202976996,3.2256410256410257,12.0,18.0,10,8.511502029769959,Reorder Now,2287.26,2287.26,2287.26,25073052.780000042,90.96077759178243,B
23128,FELTCRAFT BOY JEAN-PAUL KIT,371,95,3.507055757980712,0.5020297699594046,3.905263157894737,15.0,19.0,17,8.534506089309879,Reorder Now,2283.41,2283.41,2283.41,25075336.190000042,90.9690614154948,B
23128,DOLLCRAFT BOY JEAN-PAUL ,82,10,11.331372379372237,0.1109607577807848,8.2,49.0,50.0,2,0.2219215155615696,Reorder Now,2283.41,2283.41,2283.41,25077619.600000042,90.9773452392072,B
23252,ENAMEL JUG PANTRY,8,2,0.0,0.0108254397834912,4.0,0.0,0.0,18,0.1948579161028416,OK,2276.61,2276.61,2276.61,25079896.210000042,90.98560439367435,B
23252,VINTAGE RED ENAMEL TRIM JUG ,599,89,8.942701499678918,0.8105548037889039,6.730337078651686,39.0,45.0,17,13.779431664411366,Reorder Now,2276.61,2276.61,2276.61,25082172.82000004,90.9938635481415,B
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,1512,116,31.579831492923446,2.0460081190798376,13.03448275862069,138.0,152.0,6,12.276048714479025,Reorder Now,2275.75,2275.75,2275.75,25084448.57000004,91.00211958267471,B
85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,547,45,36.97047689192231,0.7401894451962111,12.155555555555557,161.0,166.0,12,8.882273342354534,Reorder Now,2270.73,2270.73,2270.73,25086719.30000004,91.01035740550041,B
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,147,56,2.093822081527203,0.1989174560216508,2.625,9.0,10.0,16,3.182679296346413,Reorder Now,2270.2,2270.2,2270.2,25088989.50000004,91.0185933055761,B
21710,FOLDING UMBRELLA  PINK/WHITE  SPOT,584,40,38.661449692267,0.790257104194858,14.6,169.0,175.0,12,9.483085250338297,Reorder Now,2270.2,2270.2,2270.2,25091259.70000004,91.02682920565181,B
21125,SET 6 FOOTBALL CELEBRATION CANDLES,2169,192,23.93316152433142,2.935047361299053,11.296875,104.0,125.0,19,55.765899864682005,Reorder Now,2270.14,2270.14,2270.14,25093529.84000004,91.03506488805769,B
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,476,63,15.90067738238337,0.6441136671177267,7.555555555555555,69.0,74.0,19,12.238159675236806,Reorder Now,2264.09,2264.09,2264.09,25095793.93000004,91.043278622091,B
51014L,"FEATHER PEN,LIGHT PINK",3493,177,28.23908877920125,4.726657645466847,19.73446327683616,123.0,156.0,15,70.89986468200271,Reorder Now,2263.15,2263.15,2263.15,25098057.08000004,91.05148894596392,B
20931,BLUE POT PLANT CANDLE ,676,128,8.141405303444895,0.9147496617050068,5.28125,36.0,42.0,12,10.976995940460082,Reorder Now,2260.9300000000003,2260.9300000000003,2260.9300000000003,25100318.01000004,91.05969121605385,B
22716,CARD CIRCUS PARADE,5330,278,17.92782483621981,7.2124492557510145,19.1726618705036,78.0,128.0,16,115.39918809201625,Reorder Now,2259.7400000000002,2259.7400000000002,2259.7400000000002,25102577.750000037,91.06788916902585,B
15056n,EDWARDIAN PARASOL NATURAL,180,67,2.3497837116706606,0.2435723951285521,2.6865671641791047,10.0,12.0,19,4.62787550744249,Reorder Now,2259.44,2259.44,2259.44,25104837.19000004,91.07608603364882,B
21681,GIANT MEDINA STAMPED METAL BOWL ,235,68,5.267285186857071,0.3179972936400541,3.4558823529411766,23.0,25.0,13,4.133964817320703,Reorder Now,2254.71,2254.71,2254.71,25107091.90000004,91.08426573863503,B
84469,ROSE DES PADDED FLOOR CUSHION,664,28,36.012196640559246,0.8985115020297699,23.714285714285715,157.0,163.0,15,13.477672530446547,Reorder Now,2249.41,2249.41,2249.41,25109341.31000004,91.09242621612128,B
21476,STEEL SWEETHEART ROUND TABLE CREAM,144,72,1.3215441245904114,0.1948579161028416,2.0,6.0,7.0,14,2.728010825439782,Reorder Now,2249.41,2249.41,2249.41,25111590.72000004,91.10058669360753,B
22286,DECORATION WOBBLY RABBIT METAL ,830,53,22.857369957922185,1.1231393775372125,15.660377358490566,100.0,108.0,2,2.246278755074425,Reorder Now,2245.3,2245.3,2245.3,25113836.02000004,91.10873226071173,B
22286,"DECORATION , WOBBLY RABBIT , METAL ",1134,87,32.24198053378512,1.5345060893098783,13.03448275862069,141.0,152.0,9,13.810554803788904,Reorder Now,2245.3,2245.3,2245.3,25116081.32000004,91.11687782781594,B
23093,SMALL PARISIENNE HEART PHOTO FRAME ,941,98,17.41118244527484,1.2733423545331528,9.60204081632653,76.0,85.0,15,19.10013531799729,Reorder Now,2244.2200000000003,2244.2200000000003,2244.2200000000003,25118325.54000004,91.12501947686356,B
23079, TOADSTOOL BEDSIDE LIGHT ,2,1,0.0,0.0027063599458728,2.0,0.0,0.0,8,0.0216508795669824,OK,2243.35,2243.35,2243.35,25120568.89000004,91.13315796969891,B
23079,TOADSTOOL BEDSIDE LIGHT ,251,76,3.1707821825415263,0.3396481732070365,3.3026315789473686,14.0,16.0,12,4.075778078484438,Reorder Now,2243.35,2243.35,2243.35,25122812.240000043,91.14129646253429,B
21398,RED POLKADOT COFFEE  MUG,1589,51,46.71889234518285,2.1502029769959403,31.15686274509804,204.0,219.0,6,12.901217861975642,Reorder Now,2242.41,2242.41,2242.41,25125054.650000043,91.14943154520925,B
21398,RED  SPOTTY COFFEE  MUG,710,49,23.971443470112856,0.9607577807848444,14.489795918367347,105.0,112.0,6,5.7645466847090665,Reorder Now,2242.41,2242.41,2242.41,25127297.060000043,91.15756662788425,B
23326,HANGING MINI COLOURED BOTTLES,3443,50,84.18080880716562,4.658998646820027,68.86,367.0,400.0,13,60.56698240866035,Reorder Now,2237.71,2237.71,2237.71,25129534.770000044,91.16568465975739,B
22920,HERB MARKER BASIL,3526,153,123.1996315286954,4.7713125845737485,23.045751633986928,538.0,571.0,2,9.542625169147495,Reorder Now,2237.46,2237.46,2237.46,25131772.230000045,91.17380178467299,B
21620,SET OF 4 ROSE BOTANICAL CANDLES,978,104,10.922071028377225,1.3234100135317997,9.403846153846152,48.0,57.0,17,22.497970230040597,Reorder Now,2236.73,2236.73,2236.73,25134008.960000046,91.18191626127256,B
21620,S/4 ROSE    BOTANICAL  CANDLE,127,35,4.703476275652961,0.1718538565629228,3.628571428571429,21.0,22.0,19,3.265223274695533,Reorder Now,2236.73,2236.73,2236.73,25136245.690000046,91.1900307378721,B
84691,PACK 20 DOLLY PEGS,2754,139,35.93967738867161,3.726657645466847,19.81294964028777,157.0,183.0,15,55.89986468200271,Reorder Now,2231.45,2231.45,2231.45,25138477.140000045,91.19812605952832,B
22074,6 RIBBONS SHIMMERING PINKS ,2165,195,19.67702474130271,2.929634641407308,11.102564102564102,86.0,107.0,8,23.437077131258462,Reorder Now,2231.19,2231.19,2231.19,25140708.330000047,91.20622043794869,B
22514,CHILDS GARDEN SPADE BLUE,1094,165,17.751408134603615,1.4803788903924222,6.63030303030303,77.0,87.0,16,23.686062246278755,Reorder Now,2228.12,2228.12,2228.12,25142936.450000048,91.21430367893039,B
23438,GIFT BAG LARGE SPOT ,96,6,6.196773353931867,0.1299052774018944,16.0,27.0,28.0,9,1.1691474966170494,Reorder Now,2227.42,2227.42,2227.42,25145163.87000005,91.22238438043098,B
23438, RED SPOT GIFT BAG LARGE,1727,62,56.0195653099392,2.336941813261164,27.85483870967742,245.0,261.0,16,37.39106901217863,Reorder Now,2227.42,2227.42,2227.42,25147391.29000005,91.23046508193157,B
22824,3 TIER SWEETHEART GARDEN SHELF,63,44,0.9498525533734724,0.0852503382949932,1.431818181818182,4.0,5.0,7,0.5967523680649525,Reorder Now,2225.8500000000004,2225.8500000000004,2225.8500000000004,25149617.140000053,91.23854008773877,B
22069, BROWN  PIRATE TREASURE CHEST ,59,13,3.991979137708192,0.0798376184032476,4.538461538461538,17.0,18.0,12,0.9580514208389712,Reorder Now,2225.08,2225.08,2225.08,25151842.22000005,91.24661230011672,B
22069,BROWN  PIRATE TREASURE CHEST ,927,170,7.415848824207622,1.2543978349120433,5.452941176470588,32.0,41.0,4,5.017591339648173,Reorder Now,2225.08,2225.08,2225.08,25154067.30000005,91.25468451249468,B
22711,WRAP CIRCUS PARADE,5402,145,37.38422485754162,7.309878213802436,37.25517241379311,163.0,214.0,17,124.2679296346414,Reorder Now,2220.84,2220.84,2220.84,25156288.14000005,91.26274134287267,B
23501,KEY RING BASEBALL BOOT UNION JACK,1823,46,43.69254128854497,2.4668470906630584,39.630434782608695,191.0,208.0,4,9.867388362652234,Reorder Now,2220.37,2220.37,2220.37,25158508.51000005,91.27079646817047,B
20770,ABSTRACT CIRCLE JOURNAL ,1056,161,13.99546565878432,1.4289580514208389,6.559006211180124,61.0,71.0,4,5.715832205683356,Reorder Now,2218.36,2218.36,2218.36,25160726.87000005,91.27884430152963,B
17084R,ASSORTED INCENSE PACK,12137,64,417.10119693204297,16.423545331529095,189.640625,1821.0,1936.0,7,114.96481732070366,Reorder Now,2213.97,2213.97,2213.97,25162940.84000005,91.28687620871428,B
22853,CAT BOWL VINTAGE CREAM,582,109,4.9012851366234464,0.7875507442489851,5.339449541284404,21.0,27.0,3,2.3626522327469552,Reorder Now,2208.82,2208.82,2208.82,25165149.66000005,91.2948894325735,B
22853,"CAT BOWL, ENAMEL , CREAM COLOUR",12,2,0.0,0.0162381596752368,6.0,0.0,0.0,19,0.3085250338294992,OK,2208.82,2208.82,2208.82,25167358.48000005,91.30290265643272,B
22853,ENAMEL CAT BOWL CREAM,52,3,11.547005383792516,0.0703653585926928,17.333333333333332,50.0,50.0,17,1.1962110960757777,Reorder Now,2208.82,2208.82,2208.82,25169567.30000005,91.31091588029196,B
23403,LETTER HOLDER HOME SWEET HOME,626,69,21.54497269091665,0.8470906630581867,9.07246376811594,94.0,100.0,1,0.8470906630581867,Reorder Now,2207.86,2207.86,2207.86,25171775.16000005,91.3189256214342,B
21617,4 LILY  BOTANICAL DINNER CANDLES,854,135,7.958689637166455,1.155615696887686,6.325925925925926,35.0,43.0,14,16.178619756427604,Reorder Now,2202.51,2202.51,2202.51,25173977.67000005,91.32691595368499,B
21774,DECORATIVE CATS BATHROOM BOTTLE,1748,269,20.767300742135426,2.365358592692828,6.4981412639405205,91.0,108.0,13,30.74966170500677,Reorder Now,2201.2599999999998,2201.2599999999998,2201.2599999999998,25176178.93000005,91.33490175114805,B
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1666,192,16.900072673511865,2.2543978349120435,8.677083333333334,74.0,90.0,15,33.815967523680655,Reorder Now,2200.0499999999997,2200.0499999999997,2200.0499999999997,25178378.980000053,91.34288315893659,B
22182,CAKE STAND VICTORIAN FILIGREE SMALL,571,138,5.546343609121721,0.7726657645466847,4.13768115942029,24.0,29.0,3,2.317997293640054,Reorder Now,2200.03,2200.03,2200.03,25180579.010000054,91.35086449416853,B
22338,STAR DECORATION PAINTED ZINC ,6154,137,61.92037800012879,8.327469553450609,44.91970802919708,270.0,328.0,14,116.58457374830851,Reorder Now,2198.11,2198.11,2198.11,25182777.120000053,91.35883886396653,B
23302,KNEELING MAT HOUSEWORK  DESIGN,1544,119,30.24601449718566,2.0893098782138027,12.974789915966388,132.0,147.0,1,2.0893098782138027,Reorder Now,2194.62,2194.62,2194.62,25184971.740000054,91.3668005726372,B
21195,PINK  HONEYCOMB PAPER BALL ,1017,116,13.240489783808696,1.3761840324763193,8.767241379310345,58.0,68.0,13,17.89039242219215,Reorder Now,2194.2000000000003,2194.2000000000003,2194.2000000000003,25187165.940000053,91.37476075761917,B
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,754,111,11.121737206616531,1.020297699594046,6.792792792792793,49.0,56.0,2,2.040595399188092,Reorder Now,2193.9900000000002,2193.9900000000002,2193.9900000000002,25189359.93000005,91.38272018075682,B
23020,GLASS SONGBIRD STORAGE JAR,11,3,3.7859388972001824,0.0148849797023004,3.6666666666666665,17.0,17.0,8,0.1190798376184032,Reorder Now,2191.84,2191.84,2191.84,25191551.77000005,91.39067180405958,B
23020,GLASS  SONGBIRD STORAGE JAR,169,56,3.0300979367824903,0.2286874154262516,3.017857142857143,13.0,15.0,15,3.430311231393774,Reorder Now,2191.84,2191.84,2191.84,25193743.61000005,91.39862342736234,B
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,1461,62,28.72459445860309,1.9769959404600808,23.56451612903226,125.0,139.0,5,9.884979702300404,Reorder Now,2184.91,2184.91,2184.91,25195928.52000005,91.40654990980195,B
21291,SMALL SPOTTY CHOCOLATE GIFT BAG ,1073,65,11.888969516061774,1.451962110960758,16.50769230769231,52.0,62.0,4,5.807848443843032,Reorder Now,2184.91,2184.91,2184.91,25198113.43000005,91.41447639224157,B
